name,first,last,initials,pos,tags
lily tomlin,l,tmln,lt,PN,famous
paul winfield,pl,wnfld,pw,PN,famous
jane alexander,jn,lxndr,ja,PN,famous
michael douglas,mchl,dgls,md,PN,famous
harrison ford,hrsn,frd,hf,PN,famous
ben kingsley,bn,kngsl,bk,PN,famous
marsha mason,mrsh,msn,mm,PN,famous
helen mirren,hln,mrn,hm,PN,famous
jacki weaver,jck,wvr,jw,PN,famous
marie-christine barrault,mr-chrstn,brlt,mb,PN,famous
chevy chase,chv,chs,cc,PN,famous
frederic forrest,frdrc,frst,ff,PN,famous
goldie hawn,gld,hwn,gh,PN,famous
anjelica huston,njlc,hstn,ah,PN,famous
harvey keitel,hrv,ktl,hk,PN,famous
al pacino,l,pcn,ap,PN,famous
dan aykroyd,dn,krd,da,PN,famous
tom berenger,tm,brngr,tb,PN,famous
linda blair,lnd,blr,lb,PN,famous
gary busey,gr,bs,gb,PN,famous
jill clayburgh,jl,clbrgh,jc,PN,famous
diane keaton,dn,ktn,dk,PN,famous
sondra locke,sndr,lck,sl,PN,famous
ali macgraw,l,mcgrw,am,PN,famous
talia shire,tl,shr,ts,PN,famous
jeannie berlin,jn,brln,jb,PN,famous
albert brooks,lbrt,brks,ab,PN,famous
stockard channing,stckrd,chng,sc,PN,famous
bruce davison,brc,dvsn,bd,PN,famous
melanie griffith,mln,grfth,mg,PN,famous
bob hoskins,b,hskns,bh,PN,famous
jeremy irons,jrm,rns,ji,PN,famous
michael lerner,mchl,lrnr,ml,PN,famous
nick nolte,nck,nlt,nn,PN,famous
chris sarandon,chrs,srndn,cs,PN,famous
tom selleck,tm,slck,ts,PN,famous
carrie snodgress,cr,sndgrs,cs,PN,famous
john travolta,jhn,trvlt,jt,PN,famous
isabelle adjani,sbl,djn,ia,PN,famous
anne archer,n,rchr,aa,PN,famous
roberto benigni,rbrt,bngn,rb,PN,famous
ronee blakley,rn,blkl,rb,PN,famous
daniel day-lewis,dnl,d-lws,dd,PN,famous
robert downey jr.,rbrt,jr.,check,PN,famous
tommy lee jones,tm,jns,check,PN,famous
stephen rea,stphn,r,sr,PN,famous
susan sarandon,sn,srndn,ss,PN,famous
arnold schwarzenegger,rnld,schwrzngr,as,PN,famous
sissy spacek,s,spck,ss,PN,famous
sylvester stallone,slvstr,stln,ss,PN,famous
james woods,jms,wds,jw,PN,famous
burt young,brt,ng,by,PN,famous
f. murray abraham,f.,brhm,check,PN,famous
kim basinger,km,bsngr,kb,PN,famous
kathy bates,kth,bts,kb,PN,famous
carol kane,crl,kn,ck,PN,famous
jennifer jason leigh,jnfr,lgh,check,PN,famous
valerie perrine,vlr,prn,vp,PN,famous
randy quaid,rnd,qd,rq,PN,famous
geoffrey rush,gfr,rsh,gr,PN,famous
meryl streep,mrl,strp,ms,PN,famous
danny aiello,dn,l,da,PN,famous
margaret avery,mrgrt,vr,ma,PN,famous
jim broadbent,jm,brdbnt,jb,PN,famous
candy clark,cnd,clrk,cc,PN,famous
lindsay crouse,lnds,crs,lc,PN,famous
laurence fishburne,lrnc,fshbrn,lf,PN,famous
jackie earle haley,jck,hl,check,PN,famous
samuel l. jackson,sml,jcksn,check,PN,famous
kevin kline,kvn,kln,kk,PN,famous
john lithgow,jhn,lthgw,jl,PN,famous
kathleen quinlan,kthln,qnln,kq,PN,famous
julie walters,jl,wltrs,jw,PN,famous
laura dern,lr,drn,ld,PN,famous
michael j. fox,mchl,fx,check,PN,famous
helen hunt,hln,hnt,hh,PN,famous
christine lahti,chrstn,lht,cl,PN,famous
bill murray,bl,mr,bm,PN,famous
kate nelligan,kt,nlgn,kn,PN,famous
tatum o'neal,tm,'nl,to,PN,famous
charlie sheen,chrl,shn,cs,PN,famous
j. k. simmons,j.,smns,check,PN,famous
gary sinise,gr,sns,gs,PN,famous
glenn close,gln,cls,gc,PN,famous
kevin costner,kvn,cstnr,kc,PN,famous
james cromwell,jms,crmwl,jc,PN,famous
richard jenkins,rchrd,jnkns,rj,PN,famous
michael o'keefe,mchl,'kf,mo,PN,famous
edward james olmos,dwrd,lms,check,PN,famous
sean penn,sn,pn,sp,PN,famous
christopher reeve,chrstphr,rv,cr,PN,famous
denzel washington,dnzl,wshngtn,dw,PN,famous
tim allen,tm,ln,ta,PN,famous
billy crystal,bl,crstl,bc,PN,famous
brad dourif,brd,drf,bd,PN,famous
tom hulce,tm,hlc,th,PN,famous
amy irving,m,rvng,ai,PN,famous
michael keaton,mchl,ktn,mk,PN,famous
nathan lane,nthn,ln,nl,PN,famous
mike myers,mk,mrs,mm,PN,famous
pete postlethwaite,pt,pstlthwt,pp,PN,famous
dennis quaid,dns,qd,dq,PN,famous
dianne wiest,dn,wst,dw,PN,famous
shohreh aghdashloo,shrh,ghdshl,sa,PN,famous
jackie chan,jck,chn,jc,PN,famous
ed harris,d,hrs,eh,PN,famous
mariel hemingway,mrl,hmngw,mh,PN,famous
linda hunt,lnd,hnt,lh,PN,famous
jessica lange,jsc,lng,jl,PN,famous
john malkovich,jhn,mlkvch,jm,PN,famous
liam neeson,lm,nsn,ln,PN,famous
lena olin,ln,ln,lo,PN,famous
mercedes ruehl,mrcds,rhl,mr,PN,famous
diana scarwid,dn,scrwd,ds,PN,famous
imelda staunton,mld,stntn,is,PN,famous
sigourney weaver,sgrn,wvr,sw,PN,famous
tom wilkinson,tm,wlknsn,tw,PN,famous
robin williams,rbn,wlms,rw,PN,famous
debra winger,dbr,wngr,dw,PN,famous
mare winningham,mr,wnghm,mw,PN,famous
joan allen,jn,ln,ja,PN,famous
demián bichir,dmán,bchr,db,PN,famous
pierce brosnan,prc,brsn,pb,PN,famous
jamie lee curtis,jm,crts,check,PN,famous
judy davis,jd,dvs,jd,PN,famous
steve guttenberg,stv,gtnbrg,sg,PN,famous
pee-wee herman,p-w,hrmn,ph,PN,famous
william hurt,wlm,hrt,wh,PN,famous
amy madigan,m,mdgn,am,PN,famous
mary mcdonnell,mr,mcdnl,mm,PN,famous
eric roberts,rc,rbrts,er,PN,famous
massimo troisi,msm,trs,mt,PN,famous
kathleen turner,kthln,trnr,kt,PN,famous
christoph waltz,chrstph,wltz,cw,PN,famous
kevin bacon,kvn,bcn,kb,PN,famous
drew barrymore,drw,brmr,db,PN,famous
george clooney,grg,cln,gc,PN,famous
andy garcía,nd,grcí,ag,PN,famous
tom hanks,tm,hnks,th,PN,famous
felicity huffman,flct,hfmn,fh,PN,famous
william h. macy,wlm,mc,check,PN,famous
michelle pfeiffer,mchl,pfr,mp,PN,famous
mary steenburgen,mr,stnbrgn,ms,PN,famous
alfre woodard,lfr,wdrd,aw,PN,famous
kirstie alley,krst,l,ka,PN,famous
lorraine bracco,lrn,brc,lb,PN,famous
joan cusack,jn,csck,jc,PN,famous
matt dillon,mt,dln,md,PN,famous
graham greene,grhm,grn,gg,PN,famous
marcia gay harden,mrc,hrdn,check,PN,famous
justin henry,jstn,hnr,jh,PN,famous
diane lane,dn,ln,dl,PN,famous
elizabeth mcgovern,lzbth,mcgvrn,em,PN,famous
gary oldman,gr,ldmn,go,PN,famous
david paymer,dvd,pmr,dp,PN,famous
miranda richardson,mrnd,rchrdsn,mr,PN,famous
tim robbins,tm,rbns,tr,PN,famous
mickey rourke,mck,rk,mr,PN,famous
david strathairn,dvd,strthrn,ds,PN,famous
patrick swayze,ptrck,swz,ps,PN,famous
ken watanabe,kn,wtnb,kw,PN,famous
alec baldwin,lc,bldwn,ab,PN,famous
annette bening,nt,bng,ab,PN,famous
brenda blethyn,brnd,blthn,bb,PN,famous
nicolas cage,ncls,cg,nc,PN,famous
bryan cranston,brn,crnstn,bc,PN,famous
tom cruise,tm,crs,tc,PN,famous
willem dafoe,wlm,df,wd,PN,famous
mary elizabeth mastrantonio,mr,mstrntn,check,PN,famous
cathy moriarty,cth,mrt,cm,PN,famous
eddie murphy,d,mrph,em,PN,famous
mark rylance,mrk,rlnc,mr,PN,famous
sharon stone,shrn,stn,ss,PN,famous
meg tilly,mg,tl,mt,PN,famous
bruce willis,brc,wls,bw,PN,famous
kenneth branagh,knth,brngh,kb,PN,famous
matthew broderick,mthw,brdrck,mb,PN,famous
whoopi goldberg,whp,gldbrg,wg,PN,famous
holly hunter,hl,hntr,hh,PN,famous
catherine zeta-jones,cthrn,zt-jns,cz,PN,famous
christian bale,chrstn,bl,cb,PN,famous
antonio banderas,ntn,bndrs,ab,PN,famous
jennifer connelly,jnfr,cnl,jc,PN,famous
geena davis,gn,dvs,gd,PN,famous
joaquin phoenix,jqn,phnx,jp,PN,famous
river phoenix,rvr,phnx,rp,PN,famous
tim roth,tm,rth,tr,PN,famous
elisabeth shue,lsbth,sh,es,PN,famous
emma thompson,m,thmpsn,et,PN,famous
stanley tucci,stnl,tc,st,PN,famous
forest whitaker,frst,whtkr,fw,PN,famous
juliette binoche,jlt,bnch,jb,PN,famous
helena bonham carter,hln,crtr,check,PN,famous
john cusack,jhn,csck,jc,PN,famous
eugenio derbez,gn,drbz,ed,PN,famous
colin firth,cln,frth,cf,PN,famous
tess harper,ts,hrpr,th,PN,famous
nicole kidman,ncl,kdmn,nk,PN,famous
virginia madsen,vrgn,mdsn,vm,PN,famous
julianne moore,jln,mr,jm,PN,famous
kiefer sutherland,kfr,sthrlnd,ks,PN,famous
don cheadle,chdl,,,PN,famous
johnny depp,jhn,dp,jd,PN,famous
melissa leo,mls,l,ml,PN,famous
frances mcdormand,frncs,mcdrmnd,fm,PN,famous
viggo mortensen,vg,mrtnsn,vm,PN,famous
haing s. ngor,hng,ngr,check,PN,famous
chazz palminteri,chz,plmntr,cp,PN,famous
keanu reeves,kn,rvs,kr,PN,famous
tilda swinton,tld,swntn,ts,PN,famous
kristin scott thomas,krstn,thms,check,PN,famous
marisa tomei,mrs,tm,mt,PN,famous
adriana barraza,drn,brz,ab,PN,famous
angela bassett,ngl,bst,ab,PN,famous
josh brolin,jsh,brln,jb,PN,famous
patricia clarkson,ptrc,clrksn,pc,PN,famous
russell crowe,rsl,crw,rc,PN,famous
benicio del toro,bnc,tr,check,PN,famous
ralph fiennes,rlph,fns,rf,PN,famous
woody harrelson,wd,hrlsn,wh,PN,famous
ethan hawke,thn,hwk,eh,PN,famous
john hawkes,jhn,hwks,jh,PN,famous
janet mcteer,jnt,mctr,jm,PN,famous
winona ryder,wn,rdr,wr,PN,famous
will smith,smth,,,PN,famous
mira sorvino,mr,srvn,ms,PN,famous
uma thurman,m,thrmn,ut,PN,famous
steve carell,stv,crl,sc,PN,famous
cuba gooding jr.,cb,jr.,check,PN,famous
djimon hounsou,djmn,hns,dh,PN,famous
catherine keener,cthrn,knr,ck,PN,famous
marlee matlin,mrl,mtln,mm,PN,famous
wesley snipes,wsl,snps,ws,PN,famous
kevin spacey,kvn,spc,ks,PN,famous
billy bob thornton,bl,thrntn,check,PN,famous
naomi watts,nm,wts,nw,PN,famous
jennifer aniston,jnfr,nstn,ja,PN,famous
patricia arquette,ptrc,rqt,pa,PN,famous
sandra bullock,sndr,blck,sb,PN,famous
chris cooper,chrs,cpr,cc,PN,famous
jude law,jd,lw,jl,PN,famous
juliette lewis,jlt,lws,jl,PN,famous
brad pitt,brd,pt,bp,PN,famous
julia roberts,jl,rbrts,jr,PN,famous
amy ryan,m,rn,ar,PN,famous
david spade,dvd,spd,ds,PN,famous
casey affleck,cs,flck,ca,PN,famous
adrien brody,drn,brd,ab,PN,famous
matt damon,mt,dmn,md,PN,famous
cameron diaz,cmrn,dz,cd,PN,famous
salma hayek,slm,hk,sh,PN,famous
greg kinnear,grg,knr,gk,PN,famous
queen latifah,qn,ltfh,ql,PN,famous
clive owen,clv,wn,co,PN,famous
halle berry,hl,br,hb,PN,famous
cate blanchett,ct,blncht,cb,PN,famous
thomas haden church,thms,chrch,check,PN,famous
penélope cruz,pnélp,crz,pc,PN,famous
leonardo dicaprio,lnrd,dcpr,ld,PN,famous
jamie foxx,jm,fx,jf,PN,famous
paul giamatti,pl,gmt,pg,PN,famous
gwyneth paltrow,gwnth,pltrw,gp,PN,famous
rosie perez,rs,prz,rp,PN,famous
john c. reilly,jhn,rl,check,PN,famous
mark ruffalo,mrk,rfl,mr,PN,famous
adam sandler,dm,sndlr,as,PN,famous
javier bardem,jvr,brdm,jb,PN,famous
toni collette,tn,clt,tc,PN,famous
vin diesel,vn,dsl,vd,PN,famous
minnie driver,mn,drvr,md,PN,famous
jesse eisenberg,js,snbrg,je,PN,famous
laura linney,lr,ln,ll,PN,famous
hilary swank,hlr,swnk,hs,PN,famous
mark wahlberg,mrk,whlbrg,mw,PN,famous
jake gyllenhaal,jk,glnhl,jg,PN,famous
philip seymour hoffman,phlp,hfmn,check,PN,famous
marianne jean-baptiste,mrn,jn-bptst,mj,PN,famous
angelina jolie,ngln,jl,aj,PN,famous
matthew mcconaughey,mthw,mcngh,mm,PN,famous
samantha morton,smnth,mrtn,sm,PN,famous
sophie okonedo,sph,knd,so,PN,famous
michael shannon,mchl,shn,ms,PN,famous
emily watson,ml,wtsn,ew,PN,famous
kate winslet,kt,wnslt,kw,PN,famous
reese witherspoon,rs,wthrspn,rw,PN,famous
viola davis,vl,dvs,vd,PN,famous
rachel griffiths,rchl,grfths,rg,PN,famous
maggie gyllenhaal,mg,glnhl,mg,PN,famous
terrence howard,trnc,hwrd,th,PN,famous
haley joel osment,hl,smnt,check,PN,famous
natalie portman,ntl,prtmn,np,PN,famous
paul rudd,pl,rd,pr,PN,famous
rachel weisz,rchl,wsz,rw,PN,famous
renée zellweger,rné,zlwgr,rz,PN,famous
marion cotillard,mrn,ctlrd,mc,PN,famous
ryan gosling,rn,gslng,rg,PN,famous
keira knightley,kr,knghtl,kk,PN,famous
heath ledger,hth,ldgr,hl,PN,famous
anna paquin,n,pqn,ap,PN,famous
michelle williams,mchl,wlms,mw,PN,famous
orlando bloom,rlnd,blm,ob,PN,famous
hugh jackman,hgh,jckmn,hj,PN,famous
scarlett johansson,scrlt,jhnsn,sj,PN,famous
jared leto,jrd,lt,jl,PN,famous
amy adams,m,dms,aa,PN,famous
michael clarke duncan,mchl,dncn,check,PN,famous
chiwetel ejiofor,chwtl,jfr,ce,PN,famous
will ferrell,frl,,,PN,famous
taraji p. henson,trj,hnsn,check,PN,famous
jeremy renner,jrm,rnr,jr,PN,famous
chloë sevigny,chlë,svgn,cs,PN,famous
charlize theron,chrlz,thrn,ct,PN,famous
jean dujardin,jn,djrdn,jd,PN,famous
vera farmiga,vr,frmg,vf,PN,famous
kate hudson,kt,hdsn,kh,PN,famous
felicity jones,flct,jns,fj,PN,famous
edward norton,dwrd,nrtn,en,PN,famous
octavia spencer,ctv,spncr,os,PN,famous
james franco,jms,frnc,jf,PN,famous
melissa mccarthy,mls,mcrth,mm,PN,famous
ellen page,ln,pg,ep,PN,famous
sally hawkins,sl,hwkns,sh,PN,famous
anna kendrick,n,kndrck,ak,PN,famous
brie larson,br,lrsn,bl,PN,famous
rosamund pike,rsmnd,pk,rp,PN,famous
eddie redmayne,d,rdmn,er,PN,famous
bradley cooper,brdl,cpr,bc,PN,famous
anne hathaway,n,hthw,ah,PN,famous
rinko kikuchi,rnk,kch,rk,PN,famous
mo'nique,m'nq,,,PN,famous
daniel radcliffe,dnl,rdclf,dr,PN,famous
benedict cumberbatch,bndct,cmbrbtch,bc,PN,famous
mickey mouse,mck,ms,mm,PN,cartoon
bugs bunny,bgs,bn,bb,PN,cartoon
donald duck,dnld,dck,dd,PN,cartoon
felix the cat,flx,ct,fc,PN,cartoon
the cowardly lion,cwrdl,ln,cl,PN,cartoon
tigger,tgr,,,PN,cartoon
daffy duck,df,dck,dd,PN,cartoon
minnie mouse,mn,ms,mm,PN,cartoon
scooby-doo,scb-d,,,PN,cartoon
jerry,jr,,,PN,cartoon
tom,tm,,,PN,cartoon
wile e. coyote,wl,ct,check,PN,cartoon
sylvester,slvstr,,,PN,cartoon
winnie the pooh,wn,ph,wp,PN,cartoon
goofy,gf,,,PN,cartoon
toothless,thls,,,PN,cartoon
bambi,bmb,,,PN,cartoon
thumper,thmpr,,,PN,cartoon
bagheera,bghr,,,PN,cartoon
baloo,bl,,,PN,cartoon
kermit the frog,krmt,frg,kf,PN,cartoon
daisy duck,ds,dck,dd,PN,cartoon
pyatachok,ptchk,,,PN,cartoon
the cheshire cat,chshr,ct,cc,PN,cartoon
dory,dr,,,PN,cartoon
garfield,grfld,,,PN,cartoon
tweety bird,twt,brd,tb,PN,cartoon
scar,scr,,,PN,cartoon
mufasa,mfs,,,PN,cartoon
shere khan,shr,khn,sk,PN,cartoon
donkey,dnk,,,PN,cartoon
puss in boots,ps,bts,pb,PN,cartoon
donkey kong,dnk,kng,dk,PN,cartoon
snoopy,snp,,,PN,cartoon
simba,smb,,,PN,cartoon
droopy,drp,,,PN,cartoon
tigress,tgrs,,,PN,cartoon
jiminy cricket,jmn,crckt,jc,PN,cartoon
mojo jojo,mj,j,mj,PN,cartoon
taz,tz,,,PN,cartoon
nala,nl,,,PN,cartoon
aslan,sln,,,PN,cartoon
pete,pt,,,PN,cartoon
balto,blt,,,PN,cartoon
spongebob squarepants,spngb,sqrpnts,ss,PN,cartoon
jessica rabbit,jsc,rbt,jr,PN,cartoon
wilbur,wlbr,,,PN,cartoon
eeyore,r,,,PN,cartoon
julien,jln,,,PN,cartoon
alex,lx,,,PN,cartoon
melman,mlmn,,,PN,cartoon
huckleberry hound,hcklbr,hnd,hh,PN,cartoon
squidward tentacles,sqdwrd,tntcls,st,PN,cartoon
gloria,glr,,,PN,cartoon
mr. krabs,mr.,krbs,mk,PN,cartoon
marty,mrt,,,PN,cartoon
flik,flk,,,PN,cartoon
chewbacca,chwbc,,,PN,cartoon
roger rabbit,rgr,rbt,rr,PN,cartoon
timon,tmn,,,PN,cartoon
patrick star,ptrck,str,ps,PN,cartoon
pumbaa,pmb,,,PN,cartoon
sonic the hedgehog,snc,hdghg,sh,PN,cartoon
babe the gallant pig,b,pg,check,PN,cartoon
road runner,rd,rnr,rr,PN,cartoon
iago,g,,,PN,cartoon
sebastian,sbstn,,,PN,cartoon
zazu,z,,,PN,cartoon
rabbit,rbt,,,PN,cartoon
nemo,nm,,,PN,cartoon
courage,crg,,,PN,cartoon
abu the monkey,b,mnk,am,PN,cartoon
kerchak,krchk,,,PN,cartoon
shenzi,shnz,,,PN,cartoon
banzai,bnz,,,PN,cartoon
rudolph,rdlph,,,PN,cartoon
mighty mouse,mght,ms,mm,PN,cartoon
kaa,k,,,PN,cartoon
brian griffin,brn,grfn,bg,PN,cartoon
pongo,png,,,PN,cartoon
remy,rm,,,PN,cartoon
littlefoot,ltlft,,,PN,cartoon
roo,r,,,PN,cartoon
rhino,rhn,,,PN,cartoon
rex,rx,,,PN,cartoon
ed,d,,,PN,cartoon
crash bandicoot,crsh,bndct,cb,PN,cartoon
spyro,spr,,,PN,cartoon
woody woodpecker,wd,wdpckr,ww,PN,cartoon
po,p,,,PN,cartoon
spike,spk,,,PN,cartoon
old yeller,ld,lr,oy,PN,cartoon
elsa,ls,,,PN,cartoon
faline,fln,,,PN,cartoon
gary,gr,,,PN,cartoon
gopher,gphr,,,PN,cartoon
draco,drc,,,PN,cartoon
saphira,sphr,,,PN,cartoon
king louie,kng,l,kl,PN,cartoon
miss piggy,pg,,,PN,cartoon
grape ape,grp,p,ga,PN,cartoon
scooby-dum,scb-dm,,,PN,cartoon
george jetson,grg,jtsn,gj,PN,cartoon
bambi,bmb,,,PN,cartoon
quick draw mcgraw,qck,mcgrw,check,PN,cartoon
velma dinkley,vlm,dnkl,vd,PN,cartoon
henery hawk,hnr,hwk,hh,PN,cartoon
blacque jacque shellacque,blcq,shlcq,check,PN,cartoon
boo-boo bear,b-b,br,bb,PN,cartoon
atom ant,tm,nt,aa,PN,cartoon
captain caveman,cptn,cvmn,cc,PN,cartoon
underdog,ndrdg,,,PN,cartoon
lucy van pelt,lc,plt,check,PN,cartoon
darkwing duck,drkwng,dck,dd,PN,cartoon
magica de spell,mgc,spl,check,PN,cartoon
top cat,tp,ct,tc,PN,cartoon
dick dastardly (wacky races),dck,rcs),check,PN,cartoon
space ghost,spc,ghst,sg,PN,cartoon
felix the cat,flx,ct,fc,PN,cartoon
magilla gorilla,mgl,grl,mg,PN,cartoon
fred jones,frd,jns,fj,PN,cartoon
wally gator,wl,gtr,wg,PN,cartoon
jiminy cricket (disney),jmn,(dsn),check,PN,cartoon
eeyore,r,,,PN,cartoon
scrooge mcduck,scrg,mcdck,sm,PN,cartoon
spike bulldog,spk,bldg,sb,PN,cartoon
mighty mouse,mght,ms,mm,PN,cartoon
"huey, dewey and louie", dw l,h,h,PN,cartoon
muttley,mtl,,,PN,cartoon
hugo the abominable snowman,hg,snwmn,check,PN,cartoon
chip 'n' dale,chp,dl,check,PN,cartoon
charlie brown,chrl,brwn,cb,PN,cartoon
homer simpson,hmr,smpsn,hs,PN,cartoon
snagglepuss,snglps,,,PN,cartoon
penelope pitstop,pnlp,ptstp,pp,PN,cartoon
the powerpuff girls,pwrpf,grls,pg,PN,cartoon
betty boop,bt,bp,bb,PN,cartoon
fred flintstone,frd,flntstn,ff,PN,cartoon
mr. magoo,mr.,mg,mm,PN,cartoon
barney rubble,brn,rbl,br,PN,cartoon
dopey,dp,,,PN,cartoon
boris badenov & natasha fatale,brs,ftl,check,PN,cartoon
penelope pussycat,pnlp,psct,pp,PN,cartoon
bart simpson,brt,smpsn,bs,PN,cartoon
superman (comics),sprmn,(cmcs),s,PN,cartoon
linus van pelt,lns,plt,check,PN,cartoon
cruella de vil,crl,vl,check,PN,cartoon
pluto,plt,,,PN,cartoon
granny,grn,,,PN,cartoon
the jungle book vultures,jngl,vltrs,check,PN,cartoon
jetsam,jtsm,,,PN,"cartoon,disney"
wikidata item,wkdt,tm,wi,PN,"cartoon,disney"
jack jack,jck,jck,jj,PN,"cartoon,disney"
kovu,kv,,,PN,"cartoon,disney"
colonel hathi,clnl,hth,ch,PN,"cartoon,disney"
chef louis,chf,ls,cl,PN,"cartoon,disney"
mr. banks,mr.,bnks,mb,PN,"cartoon,disney"
mrs. potts,mrs.,pts,mp,PN,"cartoon,disney"
beast/prince adam,bst/prnc,dm,ba,PN,"cartoon,disney"
sis,s,,,PN,"cartoon,disney"
muses,ms,,,PN,"cartoon,disney"
big al,bg,l,ba,PN,"cartoon,disney"
mowgli,mwgl,,,PN,"cartoon,disney"
chip 'n dale,chp,dl,check,PN,"cartoon,disney"
george sanderson,grg,sndrsn,gs,PN,"cartoon,disney"
cheshire cat,chshr,ct,cc,PN,"cartoon,disney"
james norrington,jms,nrngtn,jn,PN,"cartoon,disney"
terkina (terk),trkn,(trk),t,PN,"cartoon,disney"
p.t. flea,p.t.,fl,pf,PN,"cartoon,disney"
lilo,l,,,PN,"cartoon,disney"
christopher robin,chrstphr,rbn,cr,PN,"cartoon,disney"
lon,ln,,,PN,"cartoon,disney"
mrs. banks,mrs.,bnks,mb,PN,"cartoon,disney"
maid marian,md,mrn,mm,PN,"cartoon,disney"
elephant,lphnt,,,PN,"cartoon,disney"
syndrome,sndrm,,,PN,"cartoon,disney"
captain hook,cptn,hk,ch,PN,"cartoon,disney"
thimble,thmbl,,,PN,"cartoon,disney"
overweight,vrwght,,,PN,"cartoon,disney"
abu,b,,,PN,"cartoon,disney"
foulfellow the fox,flflw,fx,ff,PN,"cartoon,disney"
guido,gd,,,PN,"cartoon,disney"
chicha,chch,,,PN,"cartoon,disney"
princess jasmine,prncs,jsmn,pj,PN,"cartoon,disney"
cogsworth,cgswrth,,,PN,"cartoon,disney"
frozone,frzn,,,PN,"cartoon,disney"
dormouse,drms,,,PN,"cartoon,disney"
phil,phl,,,PN,"cartoon,disney"
kaa,k,,,PN,"cartoon,disney"
the queen,qn,,,PN,"cartoon,disney"
ted betterhead,td,btrhd,tb,PN,"cartoon,disney"
elsa,ls,,,PN,"cartoon,disney"
queen,qn,,,PN,"cartoon,disney"
emile,ml,,,PN,"cartoon,disney"
daisy duck,ds,dck,dd,PN,"cartoon,disney"
sir hiss,hs,,,PN,"cartoon,disney"
princess atta,prncs,t,pa,PN,"cartoon,disney"
the coachman,chmn,,,PN,"cartoon,disney"
goob,gb,,,PN,"cartoon,disney"
cutler beckett,ctlr,bckt,cb,PN,"cartoon,disney"
lumiere,lmr,,,PN,"cartoon,disney"
bill,bl,,,PN,"cartoon,disney"
freckles,frckls,,,PN,"cartoon,disney"
nederlands,ndrlnds,,,PN,"cartoon,disney"
needleman and smitty,ndlmn,smt,ns,PN,"cartoon,disney"
shaker,shkr,,,PN,"cartoon,disney"
tibbs,tbs,,,PN,"cartoon,disney"
atropos,trps,,,PN,"cartoon,disney"
the blue fairy,bl,fr,bf,PN,"cartoon,disney"
toby,tb,,,PN,"cartoon,disney"
elizabeth swann,lzbth,swn,es,PN,"cartoon,disney"
pocahontas,pchnts,,,PN,"cartoon,disney"
make a book,mk,bk,mb,PN,"cartoon,disney"
cite this page,ct,pg,cp,PN,"cartoon,disney"
trigger & nutsey,trgr,nts,check,PN,"cartoon,disney"
singing frogs,sngng,frgs,sf,PN,"cartoon,disney"
michael,mchl,,,PN,"cartoon,disney"
bashful,bshfl,,,PN,"cartoon,disney"
luigi,lg,,,PN,"cartoon,disney"
raksha,rksh,,,PN,"cartoon,disney"
spot,spt,,,PN,"cartoon,disney"
kiara,kr,,,PN,"cartoon,disney"
belle,bl,,,PN,"cartoon,disney"
darling,drlng,,,PN,"cartoon,disney"
lucky,lck,,,PN,"cartoon,disney"
hercules,hrcls,,,PN,"cartoon,disney"
tagalong,tglng,,,PN,"cartoon,disney"
cinderella,cndrl,,,PN,"cartoon,disney"
ursula,rsl,,,PN,"cartoon,disney"
ramone,rmn,,,PN,"cartoon,disney"
denahi,dnh,,,PN,"cartoon,disney"
goofy,gf,,,PN,"cartoon,disney"
eeyore,r,,,PN,"cartoon,disney"
roo,r,,,PN,"cartoon,disney"
father mouse and mother mouse,fthr,ms,check,PN,"cartoon,disney"
sid,sd,,,PN,"cartoon,disney"
nanny,n,,,PN,"cartoon,disney"
doorknob,drknb,,,PN,"cartoon,disney"
sir ector,ctr,,,PN,"cartoon,disney"
fungus,fngs,,,PN,"cartoon,disney"
celia,cl,,,PN,"cartoon,disney"
yeti,t,,,PN,"cartoon,disney"
percy,prc,,,PN,"cartoon,disney"
clotho,clth,,,PN,"cartoon,disney"
captain teague,cptn,tg,ct,PN,"cartoon,disney"
scuttle,sctl,,,PN,"cartoon,disney"
will turner,trnr,,,PN,"cartoon,disney"
sneezy,snz,,,PN,"cartoon,disney"
lightning mcqueen,lghtng,mcqn,lm,PN,"cartoon,disney"
ed,d,,,PN,"cartoon,disney"
perdita,prdt,,,PN,"cartoon,disney"
woody,wd,,,PN,"cartoon,disney"
queen of hearts,qn,hrts,qh,PN,"cartoon,disney"
gideon the cat,gdn,ct,gc,PN,"cartoon,disney"
privacy policy,prvc,plc,pp,PN,"cartoon,disney"
alan-a-dale,ln--dl,,,PN,"cartoon,disney"
jessie,js,,,PN,"cartoon,disney"
john smith,jhn,smth,js,PN,"cartoon,disney"
rabbit,rbt,,,PN,"cartoon,disney"
zeus,zs,,,PN,"cartoon,disney"
clarabelle cow,clrbl,cw,cc,PN,"cartoon,disney"
merryweather,mrwthr,,,PN,"cartoon,disney"
roger,rgr,,,PN,"cartoon,disney"
slim,slm,,,PN,"cartoon,disney"
danny,dn,,,PN,"cartoon,disney"
pete,pt,,,PN,"cartoon,disney"
otto,t,,,PN,"cartoon,disney"
sheriff of nottingham,shrf,ntnghm,sn,PN,"cartoon,disney"
vitani,vtn,,,PN,"cartoon,disney"
duffy,df,,,PN,"cartoon,disney"
lewis,lws,,,PN,"cartoon,disney"
the crocodile/tic toc,crcdl/tc,tc,ct,PN,"cartoon,disney"
